등록번호,서명,저자,발행자,청구기호,ISBN
BN0000020817,"밥 챙겨 먹어요, 오늘도 행복하세요 : 15만 팔로워 올타임 레전드 마포농수산쎈타의 사계절 마음 편한 밥술친구 레시피 ",마포농수산쎈타 지음,위즈덤하우스,594.5-마포농밥,9791171712533 
BN0000020816,(10가지 누룩발효조미료로 만드는)발효식탁 ,김봉경 지음 ; 박영하 사진,수작걸다,594.5-김봉경발,9788969930392 
BN0000020813,반려견 홈트레이닝 : 올바른 홈트레이닝과 재활 ,"최춘기 , 김석중 , 이지연 , 이재훈지음",크라운,527.41-최춘기반,9788940644881 
BN0000020810,"(박문호 박사의)뇌과학 공부 : 감각, 지각, 기억, 꿈 그리고 자아와 세계에 관하여 ",박문호 지음,김영사,511.181-박문호뇌,9788934979517 
BN0000020809,바쁜 당신도 지속 가능한 저·탄·건·지 키토식 : 평일은 가볍게 원팬 키토식 주말은 제대로 오리지널 키토식 ,박민 지음 ; 김덕창 사진,레시피팩토리,"594.675-박민,바",9791185473864 
BN0000020806,바늘을 움직여라 : 뜨개 애호가의 기쁨과 성공을 위한 단계별 가이드 ,셸리 브랜더 지음 ; 서라미 옮김,Willstyle:,592.27-브랜더바,9791185676777 
BN0000020805,밀가루 똥배 ,윌리엄 데이비스 지음  ; 인윤희 옮김,에코리브르,517.52-데이비밀,9788962630725 
BN0000020803,미쳤다는 것은 정체성이 될 수 있을까? : 광기와 인정에 대한 철학적 탐구 ,"모하메드 아부엘레일 라셰드 지음 ; 송승연 , 유기훈 옮김",오월의봄,513.89-라셰드미,9791168730649 
BN0000020801,미운 네 살 이야기 육아 : 소리 지르지 않고 아이를 변화시키는 40가지 방법 ,이나훈 지음,로그인,598.1-이나훈미,9791160578072 
BN0000020800,미완성식탁 마카롱 수업 : 사계절 제철 식재료로 만드는 패셔너블 마카롱 레시피 ,최창희 지음 ; 한정수 사진,세미콜론,594.71-최창희미,9791191187533 
BN0000020795,(미대엄마와 함께하는)초간단 미술놀이 ,최미연 지음,로그인,598.41-최미연초,9791166376955 
BN0000020788,무엇을 먹을 것인가 : 단백질과 암에 관한 역사상 가장 획기적인 연구 ,"콜린 캠벨 , 토마스 캠벨 지음 ; 유자화 , 홍원표 옮김",열린과학,"517.5-캠벨,무",9788992985789 
BN0000020786,(무니키친의)저탄고지 다이어트 레시피 : 먹을수록 가벼워지는 키토식 레시피! ,무니키친 지음,베가북스,594.675-무니키저,9791190242462 
BN0000020782,"몸을 아껴요, 마음을 가꿔요 : 요가를 모르는 그녀와 요가를 아는 그녀의 '마음 챙김' 이야기 ","셰르파 , 루나 지음 ; 동렬 일러스트",북노마드,512.57-셰르파몸,9791186561744 
BN0000020729,뛰는 사람 : 달리기를 멈추지 않는 생물학자 베른트 하인리히의 80년 러닝 일지 ,베른트 하인리히 지음 ; 조은영 옮김,윌북,472.372-하인리뛰,9791155814826 
BN0000020724,땜장이 의사의 국경 없는 도전 : 소록도에서 팔레스타인까지 ,김용민 지음,오르골,510.4-김용민땜,9791195937264 
BN0000020716,디스 이즈 빅 ,머리사 멜처 지음 ; 곽재은 옮김,스튜디오오드리,"337.2-멜처,디",9791192579528 
BN0000020713,동반식물로 가꾸는 텃밭·정원 안내서 ,제시카 월리서 지음 ; 별난 농부들 옮김,목수책방,525.4-월리서동,9791188806393 
BN0000020712,동물복지의 시대가 열렸다 : 사람과 동물의 공존을 위한 필수 교양서 ,박하재홍 지음,슬로비,527.04-박하재동,9791187135180 
BN0000020709,(도시농부를 위한)수경재배기 만들기 : 우리 집 똑똑한 수경텃밭 ,박영기 지음,혜지원,523.732-박영기수,9791167640130 
BN0000020708,"도시, 다시 살다 : 오래된 도시를 살리는 창의적인 생각들 ",최유진 지음,가나,331.47-최유진도,9791168090064 
BN0000020707,도시 농부의 화분 텃밭 37 ,쑥쑥크리 지음,해든아침,525.4-쑥쑥크도,9788959797806 
BN0000020591,나다운 집 찾기 : 별집 부동산과 함께 키우는 공간 감수성 ,전명희 지음,파이퍼프레스,549.7-전명희나,9791198593573 
BN0000020532,괜찮다는 거짓말 : 우울증을 가리는 완벽주의 깨뜨리기 ,마거릿 로빈슨 러더퍼드 지음 ; 송섬별 옮김,북하우스,513.852-러더퍼괜,9791164050772 
BN0000020531,곽재식의 먹는 화학 이야기 : 알면 더 맛있는 집밥 속 과학 ,곽재식 지음,요다,574-곽재식곽,9791190812436 
BN0000020530,곽재식의 도시 탐구 : 우리나라 도시에 숨겨진 과학 이야기 ,곽재식 지음,아라크네,504-곽재식곽,9791157747306 
BN0000020529,과학이 우리의 생각을 읽을 수 있다면 : 뇌를 스캔하는 신경과학의 현재와 미래 ,"존-딜런 헤인즈 , 마티아스 에콜트 지음 ; 배명자 옮김",흐름,511.181-헤인즈과,9788965965329 
BN0000020528,"과학이 사랑에 대해 말해줄 수 있는 모든 것 : 진화인류학자, 사랑의 스펙트럼을 탐구하다 ",애나 마친 지음 ; 제효영 옮김,어크로스,"471.2-마친,과",9791167740793 
BN0000020525,공원의 위로 = Hospitality in parks : 그곳을 걸으면 눅눅한 머릿속이 바삭해진다 ,배정한 지음,김영사,525.93-배정한공,9788934955078 
BN0000020522,공부 자립 : 스스로 사고하는 아이로 키우는 알파 세대 교육법 ,박주봉 지음,알에이치코리아,598.1-박주봉공,9788925576763 
BN0000020519,공기 전쟁 : 전 세계에 드리운 대기오염의 절박한 현실 ,베스 가디너 지음 ; 성원 옮김,해나무,539.92-가디너공,9791164051823 
BN0000020517,공간의 미래 : 코로나가 가속화시킨 공간 변화 ,유현준 지음,을유문화사,540.04-유현준공,9788932474427 
BN0000020516,공간력 수업 : 아날로그 문화에 관한 섬세한 시각 ,박진배 지음,효형,540.04-박진배공,9788958722137 
BN0000020514,곰곰한 하루의 펀치니들 자수 : 펀치니들 자수와 함께하는 행복한 시간 ,김혜영 저,시대인,636.5-김혜영곰,9791138373739 
BN0000020513,"(2~8세)골고루 식습관 유아식 : 집에서도, 밖에서도 편식 없이 잘 먹는 아이로 키우는 유아 식습관 레시피 ","김미리 , 김좋은 지음",레시피팩토리,594.62-김미리골,9791192366319 
BN0000020499,걷기와 인체의 놀라운 신비 : 발이 편해야 건강이 보인다 ,홍재화 지음,중앙생활사,517.32-홍재화걷,9788961413114 
BN0000020494,"건축, 근대소설을 거닐다 : 소설과 건축의 콜라주로 읽는 근대건축 풍속화 ",김소연 지음,루아크,540.04-김소연건,9791188296439 
BN0000020492,건강하게 나이 든다는 것 : 무엇이 우리의 노년을 결정하는가 ,마르타 자라스카 지음 ; 김영선 옮김,어크로스,511.168-자라스건,9791190030809 
BN0000020487,개와 살기 시작했다 : 반려동물과 살면 알게 되는 것들 ,송주연 지음,날:,527.41-송주연개,9791168101319 
BN0000020485,(개와 고양이를 위한)반려동물 영양학 ,왕태미 지음,어니스트북스,527.386-왕태미반,9791196256401 
BN0000020480,"강릉 밥상 : 있는 그대로 강릉, 38가지 사계절 음식 이야기 ",최현숙 글·그림,평사리,594.519-최현숙강,9791160233476 
BN0000020478,감정이 어려워 정리해 보았습니다 : 감정은 왜 그렇게 생생하고 지배적일까? ,최낙언 지음,예문당,181.7-최낙언감,9788970017136 
BN0000020471,가장 큰 걱정 : 먹고 늙는 것의 과학 ,류형돈 지음,이음,511.168-류형돈가,9791190944939 
BN0000020470,가장 위대한 모험 : 인간의 우주 탐사 역사 ,콜린 버지스 지음 ; 안종희 옮김,북스힐,558.91-버지스가,9791159715082 
BN0000020469,(가장 쉬운 홈트레이닝)10초 스트레칭 : 단 10초 만에 결림과 통증이 사라진다! ,시바 마사히토 지음 ; 서희경 옮김,소보랩,517.32-시바마십,9791165918569 
BN0000020466,가려워서 미치겠어요 : 서울대학교병원 피부과 정진호 교수가 알려주는 피부 가려움증의 모든 것 ,정진호 지음,해냄,513.5-정진호가,9791167140418 
BN0000020463,플레이팅 디저트 = Plating dessert ,이은지 지음 ; 박성영 사진,더테이블,594.554-이은지플,9791164262182 
BN0000020440,"50 이후, 건강을 결정하는 7가지 습관 : 이제 내 몸에 좋은 것을 더 많이 할 시간 ","프랭크 리프먼 , 대니엘 클라로 지음 ; 안진이 옮김",더퀘스트,517.374-리프먼오,9791165219604 
BN0000020430,(20세기 엄마의 21세기)명품 아들 만들기 : 부모 교육 전문가 샤론코치 이미애의 아들 엄마 특강 ,"이미애 , 김광균 지음",물주는아이,598.132-이미애명,9788968333521 
BN0000020428,(엄마는 편하고 아이는 잘 먹는)20분 뚝딱 아이 주도 유아식 ,이상이 지음,RHK알에이치코리아,594.62-이상이이,9788925579221 
BN0000020427,(블루리본서베이)서울의 맛집 2024 ,블루리본 서베이 지음,BR미디어,594.019-블루리서,9788993508635 
BN0000020426,(2023)미쉐린 가이드 서울 = (The)Michelin guide Seoul ,미쉐린 트래블 파트너 지음,미쉐린,594.019-미쉐린미,9782067257368 
BN0000020425,1일 1채소 : 매일 채식으로 100세까지 건강하게 ,이와사키 마사히로 지음 ; 홍성민 옮김,레몬한스푼,517.548-이와사일,9791198212078 
BN0000020420,1밀리미터의 싸움 : 세계적 신경외과 의사가 전하는 삶과 죽음의 경계 ,페터 바이코치 지음 ; 배진아 옮김,흐름,514.48-바이코일,9788965964698 
BN0000020405,강남허준의 포인트 혈자리 스트레칭 : 누르면 통증이 사라진다! ,박용환 지음,싸이프레스,512.57-박용환강,9791160321371 
BN0000020394,"피카파우 동물 친구들 . [1] , 알록달록 귀여운 손뜨개 인형 캐릭터 20선 ",얀 쉔켈 지음 ; 조진경 옮김,참돌,"592.27-쉔켈,피-v.1",9791188601134 
BN0000020392,패션 아이템 도감 : 일러스트로 보는 패션소품 용어와 특징 ,미조구치 야스히코 지음 ; 이해인 옮김,디지털북스,592.01-미조구패,9788960882928 
BN0000020391,"퇴근 후, 식물 ",김미정 지음,리얼북스,525.765-김미정퇴,9791186173893 
BN0000020384,구충록 : 기생충의 흥망성쇠로 본 한국 근현대사 ,정준호 지음,후마니타스,511.6-정준호구,9788964374313 
BN0000020383,아 해보세요 : 치아에 새겨진 불평등의 이력들 ,"메리 오토 지음 ; 한동헌 , 이동정 , 이정옥 옮김",후마니타스,"515.1-오토,아",9788964373774 
BN0000020380,"아픈 몸을 이야기하기 : 육체, 질병, 윤리 ","아서 W. 프랭크 지음 ; 최은경 , 윤자형 옮김",갈무리,510-프랭크아,9788961953559 
BN0000020378,"초등 문해력을 키우는 엄마의 비밀 . 3 , 고학년 추천 : 엄마표 책동아리 실전 가이드 ","최나야 , 정수정 지음",로그인,598.48-최나야초-v.3,9791166377105 
BN0000020374,(첫 번째)티라미수 : 서투른 홈베이커도 손쉽게 만드는 디저트 ,이미연 지음,책밥,594.71-이미연티,9791193049235 
BN0000020363,"텃밭 농사 흙 만들기 비료 사용법 교과서 : 기본부터 알려주는 흙 진단, 거름주기, 석회 주기, 비료 주기, 흙 소독하기 ",이에노히카리협회 지음 ; 김소영 옮김,보누스,525.4-이에노텃,9788964945414 
BN0000020362,집수리 셀프 교과서 : 수리공도 탐내는 320가지 아이디어와 작업 기술 ,맷 웨버 지음 ; 김은지 옮김,보누스,"595.4-웨버,집",9788964943373 
BN0000020352,"무비료 텃밭농사 교과서 : 흙, 풀, 물, 곤충의 본질을 이해하고 채소를 건강하게 기르는 친환경 밭 농사법 ",오카모토 요리타카 지음 ; 황세정 옮김,보누스,525.4-오카모무,9788964944301 
BN0000020351,목공 짜맞춤 설계 교과서 : 이음부터 장부맞춤·연귀맞춤·주먹장까지 목공 명장도 탐내는 70가지 우드 조인트 ,테리 놀 지음 ; 이은경 옮김,보누스,"584.9-놀,목",9788964945629 
BN0000020350,"동양의학 치료 교과서 : 왜 아픈지 기, 혈, 진액부터 경락, 한방 치료법까지 찾아보는 동양의학 치료 도감 ",센토 세이시로 지음 ; 장은정 옮김,보누스,519-센토세동,9788964946251 
BN0000020349,전염병 치료제를 내가 만든다면 : 세균 발견부터 백신 개발까지 전염병의 모든 것 ,예병일 지음,다른,001.3-지식더다-v.8,9791156333067 
BN0000020345,요리를 한다는 것 : 잊지 못할 맛의 세계로 초대하는 셰프의 말 ,"나흐 왁스만 , 매트 사트웰 지음 , 장준우 옮김",지노,594.504-왁스만요,9791190282758 
BN0000020344,우울에서 벗어나는 46가지 방법 : 최고의 정신건강 전문가들이 알려주는 가장 과학적인 우울증 해결'책' ,"앨릭스 코브 , 커크 D. 스트로살 , 리사 M. 샤브 지음 ; 제효영 옮김",심심,"513.185-코브,우",9791156754008 
BN0000020329,안 부르고 혼자 고침 : 소소한 집수리 안내서 ,"완주숙녀회 , 이보현 지음 ; 안홍준 그림",휴머니스트,595.4-완주숙안,9791160800807 
BN0000020324,"이토록 재밌는 의학 이야기 : 고대 의학에서 정신의학, 뇌과학까지 흐름으로 읽는 의학사 ",김은중 글·그림,반니,510.9-김은중이,9791167961082 
BN0000020323,"무서운 의학사 : 세계를 바꾼 무서운 병, 사람, 치료법 ",이재담 지음,사이언스북스,510.9-이재담무,9791190403139 
BN0000020317,오늘의 지구를 공개합니다 : 데이터로 말하고 그래픽으로 보여 주는 50가지 기후 환경 문제 ,"올레 핸츠셸 , 마티아스 슈톨츠 지음 ; 이상희 옮김",우리학교,539.9-핸츠셸오,9791167550880 
BN0000020315,부모와 아이 사이 ,"하임 G. 기너트 , 앨리스 기너트 , 일리스 고더드 지음 ; 신홍민 옮김",양철북,598.1-기너트부,9788990220127 
BN0000020313,"명상의 힘 : 안정적인 호흡, 집중된 마음, 평화로운 쉼의 기술 ",스와미 사라다난다 지음 ; 김재민 옮김,판미동,512.57-사라다명,9791170524014 
BN0000020310,사유 식탁 : 영혼의 허기를 달래는 알랭 드 보통의 132가지 레시피 ,"알랭 드 보통 , 인생학교 지음 ; 이용재 옮김",오렌지디,"594.5-보통,사",9791192674155 
BN0000020309,정원의 기억 : 가든디자이너 오경아가 들려주는 정원인문기행 ,오경아 글·그림,궁리,525.92-오경아정1,9788958208068 
BN0000020308,정원생활자의 열두 달 : 그림으로 배우는 실내외 가드닝 수업 ,오경아 글·그림,궁리,525.92-오경아정,9788958205142 
BN0000020307,식물 디자인의 발견 : 초본식물편 ,오경아 글·그림,궁리,525.92-오경아식,9788958207207 
BN0000020305,와인은 어렵지 않아 : 그림과 함께 배우는 와인 입문서 ,오펠리 네만 글 ; 야니스 바루치코스 그림 ; 박홍진 옮김,그린쿡,"573.2-네만,와",9788971906392 
BN0000020163,달걀 좋아 : 온 국민이 최애하는 계란 요리 60 ,박용일 지음,싸이프레스,594.5-박용일달,9791160320411 
BN0000020156,개는 어떻게 말하는가 : 효과적인 커뮤니케이션을 위한 애견 언어 교과서 ,스탠리 코렌 지음 ; 박영철 옮김,보누스,"527.41-코렌,개",9788964944684 
BN0000020155,"농업, 트렌드가 되다 ","민승규 , 정혁훈 지음",매일경제신문사,522.8-민승규농,9791164841233 
BN0000020146,(통증과 질병 없이 평생 젊게 걷고 싶다면)오늘부터 걷기 리셋 ,홍정기 지음,EBS Books,517.32-홍정기오,9788954772464 
BN0000020142,효소 : 생명을 작동시키는 작지만 강한 분자기계 ,폴 엥겔 지음 ; 최가영 옮김,김영사,"439.758-엥겔,효",9788934963226 
BN0000020139,"오늘부터 집에서, 그릭 요거트 = Greek yogurt : 매일 만들어 먹고 싶은 31가지 수제 그릭 요거트와 28가지 응용 레시피 ",박현주 지음,동양북스,594.254-박현주오,9791157688418 
BN0000020134,80세의 벽 : 벽을 넘어서면 인생에서 가장 행복한 20년이 기다린다 ,와다 히데키 지음 ; 김동연 옮김,한스미디어,517.376-와다히팔,9791160078671 
BN0000020130,"화암수록 : 꽃에 미친 선비, 조선의 화훼백과를 쓰다 ","유박 지음 ; 정민 , 김영은 , 손균익 옮김",휴머니스트,"525-유박,화",9791160802009 
BN0000020129,10대를 위한 나의 첫 건축 수업 ,대니얼 윌킨스 지음 ; 배상규 옮김,시프,540-윌킨스십,9791197563836 
BN0000020128,이제 지구는 망한 걸까요? : 기후위기 ,윤정훈 지음,글라이더,539.9-윤정훈이,9791170411291 
BN0000020127,"희망의 이유 : 자연과의 우정, 희망 그리고 깨달음의 여정 ",제인 구달 지음 ; 박순영 옮김,김영사,"490.4-구달,희",9788934943389 
BN0000020126,"휴가 갈 땐, 주기율표 : 일상과 주기율표의 찰떡 케미스토리 ",곽재식 지음,초사흘달,431.14-곽재식휴,9791196837280 
BN0000020122,화성 탐사선을 탄 걸리버 : 곽재식이 들려주는 고전과 과학 이야기 ,곽재식 지음,문학수첩,404-곽재식화,9788983929808 
BN0000020121,(혼자 몰래 보는)화학 노트 ,"라파엘라 크레센치 , 로베르토 빈첸치 지음 ; 클라우디아 페트라치 그림 ; 황지영 옮김",북스힐,430-크레센화,9791159714559 
BN0000020120,호킹의 빅 퀘스천에 대한 간결한 대답 ,스티븐 호킹 지음 ; 배지은 옮김,까치,"443.02-호킹,호",9788972916802 
BN0000020119,호킹 ,짐 오타비아니 지음 ; 릴랜드 마이릭 그림 ; 최지원 옮김,더숲,420.099-오타비호,9791190357258 
BN0000020117,형태의 기원 : 자연 그리고 인간이 만든 모양의 탄생과 진화 ,크리스토퍼 윌리엄스 지음 ; 고현석 옮김,이데아,404-윌리엄형,9791189143428 
BN0000020115,허리케인 도마뱀과 플라스틱 오징어 ,소어 핸슨 지음 ; 조은영 옮김,위즈덤하우스,"472.522-핸슨,허",9791168126473 
BN0000020112,한없이 사악하고 더없이 관대한 : 인간본성의 역설 ,리처드 랭엄 지음 ; 이유 옮김,을유문화사,"476.01-랭엄,한",9788932474311 
BN0000020111,(한 권으로 읽는)미생물 세계사 ,이시 히로유키 지음 ; 서수지 옮김,사람과나무사이,475-이시히미,9791188635764 
BN0000020109,하루 과학 : 아침부터 저녁까지 어디서나 마주치는 ,사마키 다케오 지음 ; 김선숙 옮김,북스힐,404-사마키하,9791159714764 
BN0000020105,풀고 싶은 수학 ,"사토 마사히코 , 오시마 료 , 히로세 준야 지음 ; 조미량 옮김",이아소,410-사토마풀,9791187113546 
BN0000020104,평생 써먹는 수학 용어집 : 알아만 두어도 세상이 재미있어지는 수학 길잡이 ,사사키 준 지음 ; 이정현 옮김,시그마북스,410-사사키평,9791168622760 
BN0000020101,파인먼 평전 : 괴짜 물리학자가 남긴 현대 물리학의 위대한 이정표 ,"제임스 글릭 지음 ; 양병찬 , 김민수 옮김",동아시아,"420.99-글릭,파",9788962624809 
BN0000020096,태양빛을 먹고 사는 지구에서 살아남으려고 눈을 진화시켰습니다 : 다양한 지구 생물의 신기한 눈 이야기 ,이리쿠라 다카시 지음 ; 장하나 옮김,플루토,472-이리쿠태,9791188569427 
BN0000020089,케미스토리 = Chemistory : 일상에서 만나는 화학에 오해와 진실 ,강상욱 지음,생각의힘,430-강상욱케,9791190955263 
BN0000020084,침묵의 지구 : 당신의 눈앞에서 펼쳐지는 가장 작은 종말들 ,데이브 굴슨 지음 ; 이한음 옮김,까치글방,"495.2-굴슨,침",9788972917830 
BN0000020083,"친애하는 인간에게, 물고기 올림 : 물고기 박사 황선도의 현대판 자산어보 ",황선도 지음,동아시아,477.3-황선도친,9788962622973 
BN0000020082,"치명적 동반자, 미생물 : 병원균은 어떻게 인간의 역사를 만들었는가 ",도로시 크로퍼드 지음 ; 강병철 옮김,김영사,475-크로퍼치,9788934988854 
BN0000020080,(최재천의)인간과 동물 ,최재천 지음,궁리,491.5-최재천인,9788958200789 
BN0000020076,"초월 : 모든 종을 뛰어넘어 정점에 선 존재, 인간 ",가이아 빈스 지음 ; 우진하 옮김,쌤앤파커스,"471.2-빈스,초",9791165342791 
BN0000020069,(천재 수학자)가우스가 들려주는 수학 ,김중명 지음 ; 강현정 옮김,지브레인,410-김중명가,9788959796656 
BN0000020067,"천문학 이야기 : 빅뱅부터 블랙홀까지, 외계 생명체부터 쿼크 별까지 형언할 수 없이 신비롭고 흥미로운 우주과학의 세계 ",팀 제임스 지음 ; 김주희 옮김,한빛비즈,440.4-제임스천,9791157846467 
BN0000020062,처음 떠나는 시공간 여행 ,"스테판 다스콜리 , 아르튀르 투아티 지음 ; 손윤지 옮김",북스힐,420-다스콜처,9791159715051 
BN0000020058,"착한 펭귄 사나운 펭귄 이상한 펭귄 : 남위 74도, 펭귄의 길을 따라가다 ",정진우 지음,지식인하우스,498.66-정진우착,9791196902940 
BN0000020057,질문하는 과학실 : 왜냐고 묻고 원리로 답하다 ,학연플러스 지음 ; 이선주 옮김,뜨인돌,404-학연플질,9788958077206 
BN0000020055,진화인류학 강의 : 사피엔스의 숲을 거닐다 ,박한선 지음 ; 권지헌 정리,해냄,471.2-박한선진,9791167140845 
BN0000020054,진화의 배신 : 착한 유전자는 어째서 살인 기계로 변했는가 ,리 골드먼 지음 ; 김희정 옮김,부키,471.2-골드먼진,9788960516915 
BN0000020051,진정일의 화학 카페 : 화학의 거장이 들려주는 진짜! 화학 수업 ,진정일 지음,페이퍼앤북,430-진정일진,9791156167846 
BN0000020050,진격의 물리학 : 인류 문명을 끌어가는 숨은 거인 ,이광진 지음,북트리거,420-이광진진,9791189799922 
BN0000020048,지금까지 이런 지구과학 수업은 없었다 ,김도형 지음,좋은땅,450-김도형지,9791165363345 
BN0000020044,지구의 마지막 숲을 걷다 : 수목한계선과 지구 생명의 미래 ,벤 롤런스 지음 ; 노승영 옮김,엘리,453.9-롤런스지,9791191247350 
BN0000020036,종의 소멸 : 생물다양성 상싱이 초래할 미래 ,"카트린 뵈닝게제 , 프리데리케 바우어 지음 ; 이미옥 옮김",에코리브르,476.01-뵈닝게종,9788962632828 
BN0000018562,요즘 세대와 원 팀으로 일하는 법 : 팀원들의 조용한 퇴사를 지켜보는 팀장에게 주는 여덟 가지 조언 ,키이스 페라지 지음 ; 황선영 옮김,마일스톤:,325.24-페라지요,9791169518079 
BN0000018263,서동주의 합격 공부법 : 영어 한마디 못하던 열세 살 소녀는 어떻게 미국 변호사가 되었을까 ,서동주 지음,포레스트북스,373.4-서동주서,9791191347135 
BN0000018259,생生 존zone 십ship : 협력 개인의 출현 ,구정우 지음,쌤앤파커스,321.97-구정우생,9791194246077 
BN0000018258,생명의 여자들에게 : 엉망인 여성해방론 ,다나카 미쓰 지음 ; 조승미 옮김,두번째테제,337.2-다나카생,9791190186049 
BN0000017529,괴물 같은 기업 키엔스를 배워라 : 불황의 늪에 빠진 기업들에 내린 특명 ,니시오카 안누 지음 ; 박선영 옮김,더퀘스트,325.19-니시오괴,9791140705054 
BN0000017526,광고의 8원칙 : 실전 광고학개론 ,오두환 지음,대한,325.7-오두환광,9791197220500 
BN0000017522,과일 길들이기의 역사 : 인류를 사로잡은 놀라운 과일 이야기 ,베른트 브루너 지음 ; 박경리 옮김,브레드,525.6-브루너과,9791190920247 
BN0000017519,"공부하는 뇌 : 기억력, 집중력, 학습 속도를 끌어올리는 공부머리 최적화 기술 ",다니엘 G. 에이멘 지음 ; 김성훈 옮김,반니,373.4-에이멘공,9791190467667 
BN0000017516,공부의 본질 : 절대 공부를 포기하고 싶지 않은 사람들을 위한 9가지 기술 ,이윤규 지음,빅피시,373.4-이윤규공,9791193128404 
BN0000017515,공부의 미래 : 10년 후 통하는 새로운 공부법 ,구본권 지음,한겨레,373.4-구본권공,9791160407112 
BN0000017509,공부를 즐겁게 하려는 학생들을 위한 심리수업 : 2학기편 ,김종환 지음,북루덴스,370.18-김종환공,9791198679017 
BN0000017505,"공부, 이래도 안되면 포기하세요 : 무조건 합격을 부르는 최강의 멘탈 솔루션 ",이지훈 지음,위즈덤하우스,373.4-이지훈공,9791190630092 
BN0000017502,공부 마스터 플랜 ,조승우 지음,포레스트북스,373.4-조승우공,9791189584139 
BN0000017499,공감의 비극 : 차라리 공감하지 마라 ,강준만 지음,인물과사상사,340.911-강준만공,9788959066827 
BN0000017498,공감의 반경 : 느낌의 공동체에서 사고의 공동체로 ,장대익 지음,바다,331.1-장대익공,9791166891182 
BN0000017496,골목사장 생존법 ,"김남균 , 김남주 지음",한권의책,325.21-김남균골,9791185237152 
BN0000017495,골리앗의 복수 : 디지털 파괴자들로부터 시장을 탈환하는 6가지 전략 ,"토드 휴린 , 스콧 스나이더 지음 ; 박슬라 옮김",인플루엔셜,"325.1-휴린,골",9791189995584 
BN0000017493,고통에 공감한다는 착각 = The illusion of empathy for pain ,이길보라 지음,창비,330.4-이길보고,9788936486914 
BN0000017491,고양이형 인간의 시대 : 직감과 개성이 AI를 이긴다 ,오타 하지메 지음 ; 송경원 옮김,북바이북,331.1-오타하고,9791185400891 
BN0000017490,고스트워크 : 긱과 온디맨드 경제가 만드는 새로운 일의 탄생 ,"메리 그레이 , 시다스 수리 지음 ; 신동숙 옮김",한스미디어,321.97-그레이고,9791160073959 
BN0000017384,"NFT는 처음입니다 : 메타버스 시대, 누구나 NFT로 투자하고 창작하는 법 ",김일동 지음,세종서적,321.97-김일동엔,9788984079748 
BN0000017383,(차근차근 따라 하면 내 작품이 돈이 되는)NFT 아트 실전 수업 ,돈신궁예 지음,라이온북스,327.2-돈신궁엔,9788994643939 
BN0000017381,(New)대한민국 청약지도 : 한 권으로 끝내는 청약 당첨 전략의 모든 것 ,정지영 지음,다산북스,327.87-정지영대,9791130699066 
BN0000017378,MBC 14층 사람들은 이렇게 기획합니다 : 손댔다 하면 터지는 일사에프 팀의 디지털 콘텐츠 성공 전략 ,"손재일 , 전기영 지음",21세기북스,325.555-손재일엠,9788950921002 
BN0000017377,"K 배터리 레볼루션 : 향후 3년, 새로운 부의 시장에서 승자가 되는 법 ",박순혁 지음,지와인,321.97-박순혁케,9791191521221 
BN0000017365,AI 피보팅 = AI pivoting : AI는 어떻게 기업을 살리는가 ,"김경준 , 손진호 지음",원앤원북스,325.19-김경준에,9791170432241 
BN0000017302,10％ 적은 민주주의 ,가렛 존스 지음 ; 임상훈 옮김,21세기북스,"340.22-존스,일",9788950992323 
BN0000017301,1.5℃ 이코노믹 스타일 : 기후가 걱정되는 이들을 위한 경제책 ,김병권 지음,착한책가게,320.189-김병권일,9791190400527 
BN0000017296,"1784 The testbed : 네이버의 두 번째 사옥 1784를 만들기까지 TF 멤버들이 도전한 2,000일 간의 기록 ",네이버 1784 TF 지음 ; 디자인프레스 엮음,Naver,325.1-네이버일,9791198843906 
BN0000017286,당신의 아들은 게으르지 않다 : 사춘기 아들의 마음을 보듬어주는 부모의 심리학 ,애덤 프라이스 지음 ; 김소정 옮김,갈매나무,331.233-프라이당,9788993635089 
BN0000017281,어두운 시대의 사람들 ,한나 아렌트 지음 ; 홍원표 옮김,한길사,301.099-아렌트어,9788935664788 
BN0000017280,실버타운 올가이드 : 100세 시대 최고의 노후 주거지 ,"문성택 , 유영란 지음",한국경제신문,338.631-문성택실,9791192522210 
BN0000017279,누가 창의력을 죽이는가 : 표준화가 망친 학교교육을 다시 설계하라 ,"켄 로빈슨 , 루 애로니카 지음 ; 최윤영 옮김",21세기북스,372-로빈슨누,9788950996932 
BN0000017275,사랑예찬 ,알랭 바디우 지음 ; 조재룡 옮김,길,181.71-바디우사,9788964450215 
BN0000017273,"기억해, 언젠가 너의 목소리가 될 거야 : 38명의 멋진 여성들이 들려주는 꿈과 용기와 도전의 말들 ",김청연 지음 ; 간장 그림,책폴,337.099-김청연기,9791197626722 
BN0000017272,당신의 말을 내가 들었다 ,안미선 지음,낮은산,337.2-안미선당,9791155251317 
BN0000017271,"위안부, 더 많은 논쟁을 할 책임 : 민족주의와 망언의 적대적 공존을 넘어 ",권은선 [외]지음 ; 김은실 엮음,휴머니스트,334.4-권은선위,9791170872290 
BN0000017270,일본의 판타지 백과사전 : 가까우면서도 멀고 낯선 일본 판타지 세계의 기묘한 매혹 ,도현신 지음 ; 신병근 일러스트,생각비행,388.113-도현신일,9791192745060 
